Order ID,Customer Name,Ship Mode,Order Date,Ship Date,Measure Names,Measure Values
AZ-2014-1592554,Anna Macdonald,Priority,4/19/2014,4/22/2014,Quantity,11
AZ-2014-1592554,Anna Macdonald,Priority,4/19/2014,4/22/2014,Sales,511
AZ-2014-1586750,Elise Ali,Economy Plus,9/11/2014,9/14/2014,% of Total ProfitMargin along Table (Down),2.381580792
AZ-2014-1586750,Elise Ali,Economy Plus,9/11/2014,9/14/2014,Profit,76
AZ-2014-1586750,Elise Ali,Economy Plus,9/11/2014,9/14/2014,% of Total Discount along Table (Down),0
AZ-2014-1586750,Elise Ali,Economy Plus,9/11/2014,9/14/2014,Quantity,7
AZ-2014-1586750,Elise Ali,Economy Plus,9/11/2014,9/14/2014,Sales,265
AZ-2014-1568727,Lauren Hobbs,Priority,5/1/2014,5/3/2014,% of Total ProfitMargin along Table (Down),1.306278051
AZ-2014-1568727,Lauren Hobbs,Priority,5/1/2014,5/3/2014,Profit,14
AZ-2014-1568727,Lauren Hobbs,Priority,5/1/2014,5/3/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1568727,Lauren Hobbs,Priority,5/1/2014,5/3/2014,Quantity,2
AZ-2014-1568727,Lauren Hobbs,Priority,5/1/2014,5/3/2014,Sales,89
AZ-2014-1556718,Jay Johnson,Economy Plus,5/8/2014,5/13/2014,% of Total ProfitMargin along Table (Down),3.405412726
AZ-2014-1556718,Jay Johnson,Economy Plus,5/8/2014,5/13/2014,Profit,1033
AZ-2014-1556718,Jay Johnson,Economy Plus,5/8/2014,5/13/2014,% of Total Discount along Table (Down),0
AZ-2014-1556718,Jay Johnson,Economy Plus,5/8/2014,5/13/2014,Quantity,7
AZ-2014-1556718,Jay Johnson,Economy Plus,5/8/2014,5/13/2014,Sales,2519
AZ-2014-1555562,Anthony Lawrence,Priority,9/29/2014,10/2/2014,% of Total ProfitMargin along Table (Down),2.670080778
AZ-2014-1555562,Anthony Lawrence,Priority,9/29/2014,10/2/2014,Profit,109
AZ-2014-1555562,Anthony Lawrence,Priority,9/29/2014,10/2/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1555562,Anthony Lawrence,Priority,9/29/2014,10/2/2014,Quantity,8
AZ-2014-1555562,Anthony Lawrence,Priority,9/29/2014,10/2/2014,Sales,339
AZ-2014-1555448,Mohammed Fox,Economy Plus,6/15/2014,6/17/2014,% of Total ProfitMargin along Table (Down),2.542100872
AZ-2014-1555448,Mohammed Fox,Economy Plus,6/15/2014,6/17/2014,Profit,30
AZ-2014-1555448,Mohammed Fox,Economy Plus,6/15/2014,6/17/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1555448,Mohammed Fox,Economy Plus,6/15/2014,6/17/2014,Quantity,2
AZ-2014-1555448,Mohammed Fox,Economy Plus,6/15/2014,6/17/2014,Sales,98
AZ-2014-1538989,Molly Crawford,Economy,7/31/2014,8/7/2014,% of Total ProfitMargin along Table (Down),0
AZ-2014-1538989,Molly Crawford,Economy,7/31/2014,8/7/2014,Profit,0
AZ-2014-1538989,Molly Crawford,Economy,7/31/2014,8/7/2014,% of Total Discount along Table (Down),0
AZ-2014-1538989,Molly Crawford,Economy,7/31/2014,8/7/2014,Quantity,3
AZ-2014-1538989,Molly Crawford,Economy,7/31/2014,8/7/2014,Sales,89
AZ-2014-1517512,Bryce Efird,Economy,1/6/2014,1/10/2014,% of Total ProfitMargin along Table (Down),3.610520079
AZ-2014-1517512,Bryce Efird,Economy,1/6/2014,1/10/2014,Profit,20
AZ-2014-1517512,Bryce Efird,Economy,1/6/2014,1/10/2014,% of Total Discount along Table (Down),0
AZ-2014-1517512,Bryce Efird,Economy,1/6/2014,1/10/2014,Quantity,5
AZ-2014-1517512,Bryce Efird,Economy,1/6/2014,1/10/2014,Sales,46
AZ-2014-1499701,Kevin Madigan,Economy,9/25/2014,10/1/2014,% of Total ProfitMargin along Table (Down),3.400656516
AZ-2014-1499701,Kevin Madigan,Economy,9/25/2014,10/1/2014,Profit,887
AZ-2014-1499701,Kevin Madigan,Economy,9/25/2014,10/1/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1499701,Kevin Madigan,Economy,9/25/2014,10/1/2014,Quantity,18
AZ-2014-1499701,Kevin Madigan,Economy,9/25/2014,10/1/2014,Sales,2166
AZ-2014-1490273,Oscar Noble,Economy,2/14/2014,2/21/2014,% of Total ProfitMargin along Table (Down),1.391843265
AZ-2014-1490273,Oscar Noble,Economy,2/14/2014,2/21/2014,Profit,297
AZ-2014-1490273,Oscar Noble,Economy,2/14/2014,2/21/2014,% of Total Discount along Table (Down),0.000232653
AZ-2014-1490273,Oscar Noble,Economy,2/14/2014,2/21/2014,Quantity,13
AZ-2014-1490273,Oscar Noble,Economy,2/14/2014,2/21/2014,Sales,1772
AZ-2014-1476767,Shelby Dunston,Economy,9/10/2014,9/15/2014,% of Total ProfitMargin along Table (Down),1.740617540
AZ-2014-1476767,Shelby Dunston,Economy,9/10/2014,9/15/2014,Profit,48
AZ-2014-1476767,Shelby Dunston,Economy,9/10/2014,9/15/2014,% of Total Discount along Table (Down),0
AZ-2014-1476767,Shelby Dunston,Economy,9/10/2014,9/15/2014,Quantity,4
AZ-2014-1476767,Shelby Dunston,Economy,9/10/2014,9/15/2014,Sales,229
AZ-2014-1476167,Carol Evans,Immediate,3/19/2014,3/19/2014,% of Total ProfitMargin along Table (Down),1.205447833
AZ-2014-1476167,Carol Evans,Immediate,3/19/2014,3/19/2014,Profit,9
AZ-2014-1476167,Carol Evans,Immediate,3/19/2014,3/19/2014,% of Total Discount along Table (Down),0
AZ-2014-1476167,Carol Evans,Immediate,3/19/2014,3/19/2014,Quantity,2
AZ-2014-1476167,Carol Evans,Immediate,3/19/2014,3/19/2014,Sales,62
AZ-2014-1474181,Ethan Barrett,Economy Plus,5/14/2014,5/16/2014,% of Total ProfitMargin along Table (Down),0.731560140
AZ-2014-1474181,Ethan Barrett,Economy Plus,5/14/2014,5/16/2014,Profit,37
AZ-2014-1474181,Ethan Barrett,Economy Plus,5/14/2014,5/16/2014,% of Total Discount along Table (Down),0.000697958
AZ-2014-1474181,Ethan Barrett,Economy Plus,5/14/2014,5/16/2014,Quantity,23
AZ-2014-1474181,Ethan Barrett,Economy Plus,5/14/2014,5/16/2014,Sales,420
AZ-2014-1473888,Oscar Noble,Economy,11/21/2014,11/26/2014,% of Total ProfitMargin along Table (Down),1.562782307
AZ-2014-1473888,Oscar Noble,Economy,11/21/2014,11/26/2014,Profit,153
AZ-2014-1473888,Oscar Noble,Economy,11/21/2014,11/26/2014,% of Total Discount along Table (Down),0
AZ-2014-1473888,Oscar Noble,Economy,11/21/2014,11/26/2014,Quantity,12
AZ-2014-1473888,Oscar Noble,Economy,11/21/2014,11/26/2014,Sales,813
AZ-2014-1473813,Ali Mander-Jones,Economy,2/5/2014,2/9/2014,% of Total ProfitMargin along Table (Down),-3.990709120
AZ-2014-1473813,Ali Mander-Jones,Economy,2/5/2014,2/9/2014,Profit,-136
AZ-2014-1473813,Ali Mander-Jones,Economy,2/5/2014,2/9/2014,% of Total Discount along Table (Down),0.000581632
AZ-2014-1473813,Ali Mander-Jones,Economy,2/5/2014,2/9/2014,Quantity,4
AZ-2014-1473813,Ali Mander-Jones,Economy,2/5/2014,2/9/2014,Sales,283
AZ-2014-1466658,Rachel Morton,Priority,2/11/2014,2/13/2014,% of Total ProfitMargin along Table (Down),2.678315834
AZ-2014-1466658,Rachel Morton,Priority,2/11/2014,2/13/2014,Profit,189
AZ-2014-1466658,Rachel Morton,Priority,2/11/2014,2/13/2014,% of Total Discount along Table (Down),0
AZ-2014-1466658,Rachel Morton,Priority,2/11/2014,2/13/2014,Quantity,4
AZ-2014-1466658,Rachel Morton,Priority,2/11/2014,2/13/2014,Sales,586
AZ-2014-1466197,Patricia Lukes,Economy,6/9/2014,6/15/2014,% of Total ProfitMargin along Table (Down),2.855662400
AZ-2014-1466197,Patricia Lukes,Economy,6/9/2014,6/15/2014,Profit,163
AZ-2014-1466197,Patricia Lukes,Economy,6/9/2014,6/15/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1466197,Patricia Lukes,Economy,6/9/2014,6/15/2014,Quantity,13
AZ-2014-1466197,Patricia Lukes,Economy,6/9/2014,6/15/2014,Sales,474
AZ-2014-1447703,Kelly Long,Economy,8/13/2014,8/18/2014,% of Total ProfitMargin along Table (Down),3.308175715
AZ-2014-1447703,Kelly Long,Economy,8/13/2014,8/18/2014,Profit,49
AZ-2014-1447703,Kelly Long,Economy,8/13/2014,8/18/2014,% of Total Discount along Table (Down),0
AZ-2014-1447703,Kelly Long,Economy,8/13/2014,8/18/2014,Quantity,5
AZ-2014-1447703,Kelly Long,Economy,8/13/2014,8/18/2014,Sales,123
AZ-2014-1406790,David Mortlock,Economy,5/29/2014,6/2/2014,% of Total ProfitMargin along Table (Down),1.759363598
AZ-2014-1406790,David Mortlock,Economy,5/29/2014,6/2/2014,Profit,25
AZ-2014-1406790,David Mortlock,Economy,5/29/2014,6/2/2014,% of Total Discount along Table (Down),0
AZ-2014-1406790,David Mortlock,Economy,5/29/2014,6/2/2014,Quantity,4
AZ-2014-1406790,David Mortlock,Economy,5/29/2014,6/2/2014,Sales,118
AZ-2014-139785,Daniel Howells,Economy,9/1/2014,9/6/2014,% of Total ProfitMargin along Table (Down),4.152098091
AZ-2014-139785,Daniel Howells,Economy,9/1/2014,9/6/2014,Profit,19
AZ-2014-139785,Daniel Howells,Economy,9/1/2014,9/6/2014,% of Total Discount along Table (Down),0
AZ-2014-139785,Daniel Howells,Economy,9/1/2014,9/6/2014,Quantity,3
AZ-2014-139785,Daniel Howells,Economy,9/1/2014,9/6/2014,Sales,38
AZ-2014-139627,Julia Martell,Economy,3/5/2014,3/10/2014,% of Total ProfitMargin along Table (Down),2.000403534
AZ-2014-139627,Julia Martell,Economy,3/5/2014,3/10/2014,Profit,119
AZ-2014-139627,Julia Martell,Economy,3/5/2014,3/10/2014,% of Total Discount along Table (Down),0
AZ-2014-139627,Julia Martell,Economy,3/5/2014,3/10/2014,Quantity,14
AZ-2014-139627,Julia Martell,Economy,3/5/2014,3/10/2014,Sales,494
AZ-2014-1390032,Lucas Wood,Economy,9/4/2014,9/8/2014,% of Total ProfitMargin along Table (Down),2.347475953
AZ-2014-1390032,Lucas Wood,Economy,9/4/2014,9/8/2014,Profit,80
AZ-2014-1390032,Lucas Wood,Economy,9/4/2014,9/8/2014,% of Total Discount along Table (Down),0
AZ-2014-1390032,Lucas Wood,Economy,9/4/2014,9/8/2014,Quantity,7
AZ-2014-1390032,Lucas Wood,Economy,9/4/2014,9/8/2014,Sales,283
AZ-2014-1389011,Nicole Todd,Immediate,11/10/2014,11/10/2014,% of Total ProfitMargin along Table (Down),0.643575204
AZ-2014-1389011,Nicole Todd,Immediate,11/10/2014,11/10/2014,Profit,31
AZ-2014-1389011,Nicole Todd,Immediate,11/10/2014,11/10/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1389011,Nicole Todd,Immediate,11/10/2014,11/10/2014,Quantity,8
AZ-2014-1389011,Nicole Todd,Immediate,11/10/2014,11/10/2014,Sales,400
AZ-2014-1353698,Isla Vogel,Economy,6/9/2014,6/14/2014,% of Total ProfitMargin along Table (Down),2.900163960
AZ-2014-1353698,Isla Vogel,Economy,6/9/2014,6/14/2014,Profit,161
AZ-2014-1353698,Isla Vogel,Economy,6/9/2014,6/14/2014,% of Total Discount along Table (Down),0
AZ-2014-1353698,Isla Vogel,Economy,6/9/2014,6/14/2014,Quantity,9
AZ-2014-1353698,Isla Vogel,Economy,6/9/2014,6/14/2014,Sales,461
AZ-2014-13469,Nelson Olsen,Economy,8/26/2014,8/30/2014,% of Total ProfitMargin along Table (Down),2.847152977
AZ-2014-13469,Nelson Olsen,Economy,8/26/2014,8/30/2014,Profit,12
AZ-2014-13469,Nelson Olsen,Economy,8/26/2014,8/30/2014,% of Total Discount along Table (Down),0
AZ-2014-13469,Nelson Olsen,Economy,8/26/2014,8/30/2014,Quantity,5
AZ-2014-13469,Nelson Olsen,Economy,8/26/2014,8/30/2014,Sales,35
AZ-2014-1343992,Imogen Symon,Priority,8/2/2014,8/3/2014,% of Total ProfitMargin along Table (Down),2.215944534
AZ-2014-1343992,Imogen Symon,Priority,8/2/2014,8/3/2014,Profit,297
AZ-2014-1343992,Imogen Symon,Priority,8/2/2014,8/3/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1343992,Imogen Symon,Priority,8/2/2014,8/3/2014,Quantity,3
AZ-2014-1343992,Imogen Symon,Priority,8/2/2014,8/3/2014,Sales,1113
AZ-2014-1332889,Paul Collazo,Economy,9/4/2014,9/9/2014,% of Total ProfitMargin along Table (Down),2.906468664
AZ-2014-1332889,Paul Collazo,Economy,9/4/2014,9/9/2014,Profit,707
AZ-2014-1332889,Paul Collazo,Economy,9/4/2014,9/9/2014,% of Total Discount along Table (Down),0
AZ-2014-1332889,Paul Collazo,Economy,9/4/2014,9/9/2014,Quantity,12
AZ-2014-1332889,Paul Collazo,Economy,9/4/2014,9/9/2014,Sales,2020
AZ-2014-1320048,Ava Corbin,Priority,4/10/2014,4/11/2014,% of Total ProfitMargin along Table (Down),0.934222071
AZ-2014-1320048,Ava Corbin,Priority,4/10/2014,4/11/2014,Profit,9
AZ-2014-1320048,Ava Corbin,Priority,4/10/2014,4/11/2014,% of Total Discount along Table (Down),0.000232653
AZ-2014-1320048,Ava Corbin,Priority,4/10/2014,4/11/2014,Quantity,4
AZ-2014-1320048,Ava Corbin,Priority,4/10/2014,4/11/2014,Sales,80
AZ-2014-1314393,Tara Hines,Economy,9/5/2014,9/9/2014,% of Total ProfitMargin along Table (Down),1.936211545
AZ-2014-1314393,Tara Hines,Economy,9/5/2014,9/9/2014,Profit,90
AZ-2014-1314393,Tara Hines,Economy,9/5/2014,9/9/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1314393,Tara Hines,Economy,9/5/2014,9/9/2014,Quantity,7
AZ-2014-1314393,Tara Hines,Economy,9/5/2014,9/9/2014,Sales,386
AZ-2014-1308209,Aaron Cunningham,Priority,6/3/2014,6/4/2014,% of Total ProfitMargin along Table (Down),2.894772613
AZ-2014-1308209,Aaron Cunningham,Priority,6/3/2014,6/4/2014,Profit,297
AZ-2014-1308209,Aaron Cunningham,Priority,6/3/2014,6/4/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1308209,Aaron Cunningham,Priority,6/3/2014,6/4/2014,Quantity,10
AZ-2014-1308209,Aaron Cunningham,Priority,6/3/2014,6/4/2014,Sales,852
AZ-2014-1302174,Tyler Miah,Economy,9/24/2014,10/1/2014,% of Total ProfitMargin along Table (Down),0.093020528
AZ-2014-1302174,Tyler Miah,Economy,9/24/2014,10/1/2014,Profit,22
AZ-2014-1302174,Tyler Miah,Economy,9/24/2014,10/1/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1302174,Tyler Miah,Economy,9/24/2014,10/1/2014,Quantity,6
AZ-2014-1302174,Tyler Miah,Economy,9/24/2014,10/1/2014,Sales,1964
AZ-2014-129299,Koby Phillip,Immediate,8/20/2014,8/20/2014,% of Total ProfitMargin along Table (Down),1.157043300
AZ-2014-129299,Koby Phillip,Immediate,8/20/2014,8/20/2014,Profit,96
AZ-2014-129299,Koby Phillip,Immediate,8/20/2014,8/20/2014,% of Total Discount along Table (Down),0
AZ-2014-129299,Koby Phillip,Immediate,8/20/2014,8/20/2014,Quantity,6
AZ-2014-129299,Koby Phillip,Immediate,8/20/2014,8/20/2014,Sales,689
AZ-2014-1290768,Madelyn Anderson,Economy Plus,10/20/2014,10/24/2014,% of Total ProfitMargin along Table (Down),2.500188098
AZ-2014-1290768,Madelyn Anderson,Economy Plus,10/20/2014,10/24/2014,Profit,140
AZ-2014-1290768,Madelyn Anderson,Economy Plus,10/20/2014,10/24/2014,% of Total Discount along Table (Down),0
AZ-2014-1290768,Madelyn Anderson,Economy Plus,10/20/2014,10/24/2014,Quantity,4
AZ-2014-1290768,Madelyn Anderson,Economy Plus,10/20/2014,10/24/2014,Sales,465
AZ-2014-1282413,Libby Allan,Economy,3/4/2014,3/9/2014,% of Total ProfitMargin along Table (Down),0.243346408
AZ-2014-1282413,Libby Allan,Economy,3/4/2014,3/9/2014,Profit,8
AZ-2014-1282413,Libby Allan,Economy,3/4/2014,3/9/2014,% of Total Discount along Table (Down),0
AZ-2014-1282413,Libby Allan,Economy,3/4/2014,3/9/2014,Quantity,6
AZ-2014-1282413,Libby Allan,Economy,3/4/2014,3/9/2014,Sales,273
AZ-2014-1270889,Jason Roger,Economy Plus,6/30/2014,7/5/2014,% of Total ProfitMargin along Table (Down),0.269034434
AZ-2014-1270889,Jason Roger,Economy Plus,6/30/2014,7/5/2014,Profit,15
AZ-2014-1270889,Jason Roger,Economy Plus,6/30/2014,7/5/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1270889,Jason Roger,Economy Plus,6/30/2014,7/5/2014,Quantity,3
AZ-2014-1270889,Jason Roger,Economy Plus,6/30/2014,7/5/2014,Sales,463
AZ-2014-1240658,Timothy Pownall,Economy,9/4/2014,9/9/2014,% of Total ProfitMargin along Table (Down),2.289532480
AZ-2014-1240658,Timothy Pownall,Economy,9/4/2014,9/9/2014,Profit,185
AZ-2014-1240658,Timothy Pownall,Economy,9/4/2014,9/9/2014,% of Total Discount along Table (Down),0.000232653
AZ-2014-1240658,Timothy Pownall,Economy,9/4/2014,9/9/2014,Quantity,14
AZ-2014-1240658,Timothy Pownall,Economy,9/4/2014,9/9/2014,Sales,671
AZ-2014-1240629,Fredrick Beveridge,Economy,8/21/2014,8/25/2014,% of Total ProfitMargin along Table (Down),2.642244240
AZ-2014-1240629,Fredrick Beveridge,Economy,8/21/2014,8/25/2014,Profit,7
AZ-2014-1240629,Fredrick Beveridge,Economy,8/21/2014,8/25/2014,% of Total Discount along Table (Down),0
AZ-2014-1240629,Fredrick Beveridge,Economy,8/21/2014,8/25/2014,Quantity,3
AZ-2014-1240629,Fredrick Beveridge,Economy,8/21/2014,8/25/2014,Sales,22
AZ-2014-1239779,Alice Black,Economy,2/23/2014,2/27/2014,% of Total ProfitMargin along Table (Down),0.808373080
AZ-2014-1239779,Alice Black,Economy,2/23/2014,2/27/2014,Profit,11
AZ-2014-1239779,Alice Black,Economy,2/23/2014,2/27/2014,% of Total Discount along Table (Down),0.000465306
AZ-2014-1239779,Alice Black,Economy,2/23/2014,2/27/2014,Quantity,10
AZ-2014-1239779,Alice Black,Economy,2/23/2014,2/27/2014,Sales,113
AZ-2014-1235152,Christopher Goold,Economy,1/27/2014,2/2/2014,% of Total ProfitMargin along Table (Down),2.847152977
AZ-2014-1235152,Christopher Goold,Economy,1/27/2014,2/2/2014,Profit,12
AZ-2014-1235152,Christopher Goold,Economy,1/27/2014,2/2/2014,% of Total Discount along Table (Down),0
AZ-2014-1235152,Christopher Goold,Economy,1/27/2014,2/2/2014,Quantity,3
AZ-2014-1235152,Christopher Goold,Economy,1/27/2014,2/2/2014,Sales,35
AZ-2014-1223291,Jose Gullo,Economy,6/18/2014,6/23/2014,% of Total ProfitMargin along Table (Down),3.729054135
AZ-2014-1223291,Jose Gullo,Economy,6/18/2014,6/23/2014,Profit,238
AZ-2014-1223291,Jose Gullo,Economy,6/18/2014,6/23/2014,% of Total Discount along Table (Down),0
AZ-2014-1223291,Jose Gullo,Economy,6/18/2014,6/23/2014,Quantity,2
AZ-2014-1223291,Jose Gullo,Economy,6/18/2014,6/23/2014,Sales,530
AZ-2014-1214037,Andrew Shah,Economy,9/27/2014,10/3/2014,% of Total ProfitMargin along Table (Down),3.258608629
AZ-2014-1214037,Andrew Shah,Economy,9/27/2014,10/3/2014,Profit,62
AZ-2014-1214037,Andrew Shah,Economy,9/27/2014,10/3/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1214037,Andrew Shah,Economy,9/27/2014,10/3/2014,Quantity,4
AZ-2014-1214037,Andrew Shah,Economy,9/27/2014,10/3/2014,Sales,158
AZ-2014-1192603,Kiera Chandler,Immediate,11/5/2014,11/5/2014,% of Total ProfitMargin along Table (Down),1.496686521
AZ-2014-1192603,Kiera Chandler,Immediate,11/5/2014,11/5/2014,Profit,31
AZ-2014-1192603,Kiera Chandler,Immediate,11/5/2014,11/5/2014,% of Total Discount along Table (Down),0.000348979
AZ-2014-1192603,Kiera Chandler,Immediate,11/5/2014,11/5/2014,Quantity,12
AZ-2014-1192603,Kiera Chandler,Immediate,11/5/2014,11/5/2014,Sales,172
AZ-2014-1191751,Nate Dacey,Economy,1/22/2014,1/26/2014,% of Total ProfitMargin along Table (Down),2.235745126
AZ-2014-1191751,Nate Dacey,Economy,1/22/2014,1/26/2014,Profit,7
AZ-2014-1191751,Nate Dacey,Economy,1/22/2014,1/26/2014,% of Total Discount along Table (Down),0
AZ-2014-1191751,Nate Dacey,Economy,1/22/2014,1/26/2014,Quantity,1
AZ-2014-1191751,Nate Dacey,Economy,1/22/2014,1/26/2014,Sales,26
AZ-2014-1191224,Edward Hodges,Economy Plus,2/24/2014,2/26/2014,% of Total ProfitMargin along Table (Down),3.834874977
AZ-2014-1191224,Edward Hodges,Economy Plus,2/24/2014,2/26/2014,Profit,272
AZ-2014-1191224,Edward Hodges,Economy Plus,2/24/2014,2/26/2014,% of Total Discount along Table (Down),0
AZ-2014-1191224,Edward Hodges,Economy Plus,2/24/2014,2/26/2014,Quantity,12
AZ-2014-1191224,Edward Hodges,Economy Plus,2/24/2014,2/26/2014,Sales,589
AZ-2014-1181661,Millie Newman,Economy Plus,3/27/2014,3/29/2014,% of Total ProfitMargin along Table (Down),3.460081743
AZ-2014-1181661,Millie Newman,Economy Plus,3/27/2014,3/29/2014,Profit,15
AZ-2014-1181661,Millie Newman,Economy Plus,3/27/2014,3/29/2014,% of Total Discount along Table (Down),0
AZ-2014-1181661,Millie Newman,Economy Plus,3/27/2014,3/29/2014,Quantity,3
AZ-2014-1181661,Millie Newman,Economy Plus,3/27/2014,3/29/2014,Sales,36
AZ-2014-1173814,Ebony Northcott,Priority,9/3/2014,9/5/2014,% of Total ProfitMargin along Table (Down),3.419374899
AZ-2014-1173814,Ebony Northcott,Priority,9/3/2014,9/5/2014,Profit,14
AZ-2014-1173814,Ebony Northcott,Priority,9/3/2014,9/5/2014,% of Total Discount along Table (Down),0
AZ-2014-1173814,Ebony Northcott,Priority,9/3/2014,9/5/2014,Quantity,2
AZ-2014-1173814,Ebony Northcott,Priority,9/3/2014,9/5/2014,Sales,34
AZ-2014-115654,Jose Gambino,Priority,8/19/2014,8/22/2014,% of Total ProfitMargin along Table (Down),0.913912895
AZ-2014-115654,Jose Gambino,Priority,8/19/2014,8/22/2014,Profit,81
AZ-2014-115654,Jose Gambino,Priority,8/19/2014,8/22/2014,% of Total Discount along Table (Down),0.000697958
AZ-2014-115654,Jose Gambino,Priority,8/19/2014,8/22/2014,Quantity,11
AZ-2014-115654,Jose Gambino,Priority,8/19/2014,8/22/2014,Sales,736
AZ-2014-1144428,Luther King,Economy Plus,3/14/2014,3/19/2014,% of Total ProfitMargin along Table (Down),2.243313661
AZ-2014-1144428,Luther King,Economy Plus,3/14/2014,3/19/2014,Profit,57
AZ-2014-1144428,Luther King,Economy Plus,3/14/2014,3/19/2014,% of Total Discount along Table (Down),0
AZ-2014-1144428,Luther King,Economy Plus,3/14/2014,3/19/2014,Quantity,8
AZ-2014-1144428,Luther King,Economy Plus,3/14/2014,3/19/2014,Sales,211
AZ-2014-1135927,Kiera Chandler,Economy,8/26/2014,9/1/2014,% of Total ProfitMargin along Table (Down),1.635675006
AZ-2014-1135927,Kiera Chandler,Economy,8/26/2014,9/1/2014,Profit,26
AZ-2014-1135927,Kiera Chandler,Economy,8/26/2014,9/1/2014,% of Total Discount along Table (Down),0
AZ-2014-1135927,Kiera Chandler,Economy,8/26/2014,9/1/2014,Quantity,5
AZ-2014-1135927,Kiera Chandler,Economy,8/26/2014,9/1/2014,Sales,132
AZ-2014-1127335,Charles Rice,Priority,10/20/2014,10/22/2014,% of Total ProfitMargin along Table (Down),1.461642007
AZ-2014-1127335,Charles Rice,Priority,10/20/2014,10/22/2014,Profit,113
AZ-2014-1127335,Charles Rice,Priority,10/20/2014,10/22/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1127335,Charles Rice,Priority,10/20/2014,10/22/2014,Quantity,14
AZ-2014-1127335,Charles Rice,Priority,10/20/2014,10/22/2014,Sales,642
AZ-2014-1114768,Mark Briggs,Priority,5/19/2014,5/22/2014,% of Total ProfitMargin along Table (Down),0.470516086
AZ-2014-1114768,Mark Briggs,Priority,5/19/2014,5/22/2014,Profit,57
AZ-2014-1114768,Mark Briggs,Priority,5/19/2014,5/22/2014,% of Total Discount along Table (Down),0.000232653
AZ-2014-1114768,Mark Briggs,Priority,5/19/2014,5/22/2014,Quantity,10
AZ-2014-1114768,Mark Briggs,Priority,5/19/2014,5/22/2014,Sales,1006
AZ-2014-1111012,Lloyd Barnes,Economy,9/3/2014,9/7/2014,% of Total ProfitMargin along Table (Down),1.523705722
AZ-2014-1111012,Lloyd Barnes,Economy,9/3/2014,9/7/2014,Profit,60
AZ-2014-1111012,Lloyd Barnes,Economy,9/3/2014,9/7/2014,% of Total Discount along Table (Down),0
AZ-2014-1111012,Lloyd Barnes,Economy,9/3/2014,9/7/2014,Quantity,10
AZ-2014-1111012,Lloyd Barnes,Economy,9/3/2014,9/7/2014,Sales,327
AZ-2014-110527,Kiara Allen,Economy,7/3/2014,7/8/2014,% of Total ProfitMargin along Table (Down),1.905881091
AZ-2014-110527,Kiara Allen,Economy,7/3/2014,7/8/2014,Profit,196
AZ-2014-110527,Kiara Allen,Economy,7/3/2014,7/8/2014,% of Total Discount along Table (Down),0
AZ-2014-110527,Kiara Allen,Economy,7/3/2014,7/8/2014,Quantity,7
AZ-2014-110527,Kiara Allen,Economy,7/3/2014,7/8/2014,Sales,854
AZ-2014-1101148,Dominic Joyce,Economy,11/14/2014,11/20/2014,% of Total ProfitMargin along Table (Down),0.754926926
AZ-2014-1101148,Dominic Joyce,Economy,11/14/2014,11/20/2014,Profit,14
AZ-2014-1101148,Dominic Joyce,Economy,11/14/2014,11/20/2014,% of Total Discount along Table (Down),0
AZ-2014-1101148,Dominic Joyce,Economy,11/14/2014,11/20/2014,Quantity,3
AZ-2014-1101148,Dominic Joyce,Economy,11/14/2014,11/20/2014,Sales,154
AZ-2014-1094147,Jonathan Summons,Economy,9/1/2014,9/5/2014,% of Total ProfitMargin along Table (Down),0.859054778
AZ-2014-1094147,Jonathan Summons,Economy,9/1/2014,9/5/2014,Profit,24
AZ-2014-1094147,Jonathan Summons,Economy,9/1/2014,9/5/2014,% of Total Discount along Table (Down),0.000116326
AZ-2014-1094147,Jonathan Summons,Economy,9/1/2014,9/5/2014,Quantity,5
AZ-2014-1094147,Jonathan Summons,Economy,9/1/2014,9/5/2014,Sales,232
AZ-2014-1092798,Jose Gullo,Priority,1/31/2014,2/3/2014,% of Total ProfitMargin along Table (Down),0.389259196
AZ-2014-1092798,Jose Gullo,Priority,1/31/2014,2/3/2014,Profit,3
AZ-2014-1092798,Jose Gullo,Priority,1/31/2014,2/3/2014,% of Total Discount along Table (Down),0
AZ-2014-1092798,Jose Gullo,Priority,1/31/2014,2/3/2014,Quantity,4
AZ-2014-1092798,Jose Gullo,Priority,1/31/2014,2/3/2014,Sales,64
AZ-2014-1092628,Brooke Horton,Economy,3/10/2014,3/14/2014,% of Total ProfitMargin along Table (Down),2.768065394
AZ-2014-1092628,Brooke Horton,Economy,3/10/2014,3/14/2014,Profit,6
AZ-2014-1092628,Brooke Horton,Economy,3/10/2014,3/14/2014,% of Total Discount along Table (Down),0
